split,image,pair_idx,panel_box,balloon_box,IoU,containment(panel->balloon),containment(balloon->panel)
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p054.png,3,"[237.8,1313.3,966.7,2244.4]","[235.6,1306.7,531.1,1711.1]",0.171,0.976,0.172
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p054.png,4,"[1002.2,1322.2,1813.3,2244.4]","[1000.0,1317.8,1488.9,1728.9]",0.263,0.985,0.265
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p054.png,5,"[1851.1,1315.6,2744.4,2244.4]","[1851.1,1311.1,2237.8,1640.0]",0.151,0.986,0.151
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p054.png,6,"[906.7,2282.2,2744.4,3720.0]","[1791.1,2302.2,2182.2,2828.9]",0.078,1.000,0.078
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p054.png,7,"[906.7,2282.2,2744.4,3720.0]","[1555.6,3440.0,2560.0,3720.0]",0.106,1.000,0.106
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p055.png,0,"[270.7,252.9,980.0,1348.9]","[263.8,252.9,698.3,739.1]",0.266,0.984,0.267
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p055.png,1,"[1025.9,259.8,1940.0,1344.4]","[1024.4,260.0,1457.8,562.2]",0.132,0.997,0.132
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p055.png,2,"[1025.9,259.8,1940.0,1344.4]","[1473.3,257.8,1831.1,491.1]",0.083,0.991,0.083
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p055.png,3,"[1991.4,256.3,2751.1,1353.3]","[2326.7,277.8,2755.6,733.3]",0.231,0.990,0.232
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p055.png,4,"[267.2,2152.9,1280.0,2917.8]","[335.6,2157.8,595.6,2402.2]",0.082,1.000,0.082
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p055.png,5,"[1322.4,2159.8,2753.4,2918.4]","[1386.7,2157.8,1713.3,2380.0]",0.066,0.991,0.066
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p055.png,6,"[1322.4,2159.8,2753.4,2918.4]","[1735.6,2160.0,2097.8,2337.8]",0.059,1.000,0.059
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p055.png,7,"[270.7,2970.1,2748.9,3720.0]","[1635.6,2971.1,2028.9,3328.9]",0.076,1.000,0.076
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p056.png,0,"[1228.0,254.0,2738.0,904.0]","[1226.0,250.0,1654.0,582.0]",0.142,0.983,0.142
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p056.png,1,"[1234.0,948.0,2738.0,1622.0]","[1312.0,944.0,1638.0,1140.0]",0.062,0.980,0.062
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p056.png,2,"[248.0,1668.0,2738.0,2396.0]","[2018.0,2024.0,2394.0,2396.0]",0.077,1.000,0.077
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p056.png,3,"[250.0,2440.0,1010.0,3720.0]","[434.0,2440.0,896.0,2886.0]",0.212,1.000,0.212
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p056.png,4,"[1054.0,2442.0,1880.0,3720.0]","[1118.0,2548.0,1434.0,2870.0]",0.096,1.000,0.096
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p056.png,5,"[1918.0,2450.0,2742.0,3720.0]","[1990.0,2496.0,2346.0,2868.0]",0.127,1.000,0.127
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p057.png,0,"[260.0,257.8,2757.8,2557.8]","[2082.2,308.9,2300.0,422.2]",0.004,1.000,0.004
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p057.png,1,"[260.0,257.8,2757.8,2557.8]","[1940.0,482.2,2704.4,697.8]",0.029,1.000,0.029
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p057.png,2,"[260.0,257.8,2757.8,2557.8]","[1937.8,724.4,2706.7,880.0]",0.021,1.000,0.021
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p057.png,3,"[260.0,257.8,2757.8,2557.8]","[1940.0,906.7,2706.7,1151.1]",0.033,1.000,0.033
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p057.png,4,"[260.0,257.8,2757.8,2557.8]","[1940.0,1177.8,2704.4,1335.6]",0.021,1.000,0.021
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p057.png,5,"[257.8,2600.0,1275.6,3726.7]","[300.0,2640.0,673.3,2933.3]",0.096,1.000,0.096
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p058.png,0,"[242.0,260.0,1302.0,1234.0]","[240.0,260.0,622.0,658.0]",0.146,0.995,0.146
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p058.png,1,"[1342.0,258.0,2748.0,1234.0]","[1632.0,254.0,2316.0,634.0]",0.187,0.989,0.187
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p058.png,2,"[242.0,1276.0,2748.0,2428.0]","[242.0,1278.0,1528.0,1658.0]",0.169,1.000,0.169
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p058.png,3,"[246.0,2476.0,1092.0,3722.0]","[244.0,2478.0,1094.0,2904.0]",0.341,0.995,0.342
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p058.png,4,"[1132.0,2476.0,1910.0,3722.0]","[1128.0,2472.0,1598.0,2978.0]",0.240,0.984,0.241
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p058.png,5,"[1132.0,2476.0,1910.0,3722.0]","[1428.0,2696.0,1906.0,3172.0]",0.235,1.000,0.235
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p058.png,6,"[1952.0,2474.0,2746.0,3720.0]","[1952.0,2472.0,2416.0,2930.0]",0.214,0.996,0.214
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p059.png,0,"[250.0,256.0,948.0,1384.0]","[248.0,254.0,950.0,722.0]",0.411,0.990,0.413
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p059.png,1,"[996.0,254.0,1862.0,1386.0]","[1230.0,254.0,1512.0,528.0]",0.079,1.000,0.079
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p059.png,2,"[1910.0,256.0,2760.0,1386.0]","[1930.0,258.0,2208.0,574.0]",0.091,1.000,0.091
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p059.png,3,"[1910.0,256.0,2760.0,1386.0]","[2222.0,254.0,2566.0,646.0]",0.140,0.995,0.140
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p059.png,4,"[254.0,1442.0,2760.0,2034.0]","[1026.0,1446.0,1560.0,1688.0]",0.087,1.000,0.087
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p059.png,5,"[254.0,1442.0,2760.0,2034.0]","[1878.0,1436.0,2760.0,1676.0]",0.139,0.975,0.139
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p060.png,0,"[244.0,256.0,2744.0,1182.0]","[994.0,360.0,1328.0,746.0]",0.056,1.000,0.056
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p063.png,0,"[1302.2,1146.7,2753.3,1960.0]","[1397.8,1142.2,1817.8,1488.9]",0.122,0.987,0.122
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p063.png,1,"[1302.2,1146.7,2753.3,1960.0]","[2204.4,1142.2,2517.8,1393.3]",0.065,0.982,0.065
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p063.png,2,"[266.7,2017.8,2748.9,2700.0]","[1322.2,2017.8,1691.1,2362.2]",0.075,1.000,0.075
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p063.png,3,"[1862.2,2755.6,2751.1,3717.8]","[2397.8,3160.0,2760.0,3597.8]",0.180,0.975,0.181
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p064.png,0,"[239.7,252.9,2750.0,1066.7]","[1635.6,297.8,2084.4,711.1]",0.091,1.000,0.091
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p064.png,1,"[244.4,1113.3,1160.0,2595.6]","[486.7,1166.7,882.2,1744.4]",0.168,1.000,0.168
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p064.png,2,"[1208.9,1115.6,2746.7,1744.4]","[1408.9,1115.6,1797.8,1560.0]",0.179,1.000,0.179
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p064.png,3,"[1208.9,1115.6,2746.7,1744.4]","[2173.3,1120.0,2722.2,1508.9]",0.221,1.000,0.221
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p064.png,4,"[1206.7,1788.9,2742.2,2595.6]","[1520.0,1795.6,2322.2,1973.3]",0.115,1.000,0.115
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p064.png,5,"[1206.7,1788.9,2742.2,2595.6]","[2255.6,1788.9,2748.9,2080.0]",0.114,0.986,0.114
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p064.png,6,"[240.0,2640.0,2748.9,3728.9]","[953.3,2671.1,1740.0,3095.6]",0.122,1.000,0.122
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p065.png,0,"[256.9,256.3,2760.3,1066.7]","[284.4,266.7,846.7,508.9]",0.067,1.000,0.067
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p065.png,1,"[256.9,256.3,2760.3,1066.7]","[277.8,544.4,664.4,797.8]",0.048,1.000,0.048
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p065.png,2,"[263.8,1111.5,2767.2,2187.4]","[2137.8,1457.8,2757.8,1828.9]",0.085,1.000,0.085
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p065.png,3,"[250.0,2232.2,1050.0,3725.3]","[355.6,2233.3,906.7,2448.9]",0.099,1.000,0.099
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p065.png,4,"[1108.6,2232.2,1998.3,3725.3]","[1157.8,2233.3,1964.4,2564.4]",0.201,1.000,0.201
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p065.png,5,"[2043.1,2221.9,2763.8,3721.9]","[2124.4,2248.9,2755.6,2631.1]",0.223,1.000,0.223
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p066.png,0,"[233.3,257.8,2742.2,1057.8]","[235.6,275.6,924.4,1015.6]",0.254,1.000,0.254
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p066.png,1,"[233.3,257.8,2742.2,1057.8]","[1366.7,322.2,1666.7,655.6]",0.050,1.000,0.050
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p066.png,2,"[233.3,1111.1,1080.0,2291.1]","[233.3,1111.1,844.4,1451.1]",0.208,1.000,0.208
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p066.png,3,"[1966.7,1115.6,2740.0,2293.3]","[2053.3,1113.3,2746.7,1260.0]",0.109,0.975,0.109
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p066.png,4,"[984.4,2344.4,1828.9,3722.2]","[1311.1,2344.4,1784.4,2513.3]",0.069,1.000,0.069
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p066.png,5,"[1880.0,2337.8,2900.0,3986.7]","[1942.2,2364.4,2422.2,2586.7]",0.063,1.000,0.063
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p066.png,6,"[1880.0,2337.8,2900.0,3986.7]","[2391.1,2493.3,2897.8,2762.2]",0.081,1.000,0.081
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p067.png,0,"[255.6,253.3,1926.7,1197.8]","[255.6,311.1,740.0,708.9]",0.122,1.000,0.122
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p067.png,1,"[255.6,253.3,1926.7,1197.8]","[793.3,253.3,1215.6,546.7]",0.078,1.000,0.078
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p067.png,2,"[262.2,1246.7,975.6,2308.9]","[320.0,1248.9,911.1,1533.3]",0.222,1.000,0.222
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p067.png,3,"[1017.8,1242.2,2760.0,2308.9]","[1015.6,1711.1,2215.6,2311.1]",0.384,0.994,0.385
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p067.png,4,"[262.2,2355.6,2757.8,3044.4]","[2082.2,2351.1,2755.6,3042.2]",0.268,0.994,0.269
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p067.png,5,"[260.0,3091.1,2760.0,3722.2]","[1593.3,3093.3,2635.6,3337.8]",0.161,1.000,0.161
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p068.png,0,"[238.0,252.0,1318.0,1634.0]","[696.0,1094.0,1038.0,1636.0]",0.124,0.996,0.124
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p068.png,1,"[1350.0,254.0,2740.0,1634.0]","[2004.0,250.0,2418.0,650.0]",0.085,0.990,0.085
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p068.png,2,"[1350.0,254.0,2740.0,1634.0]","[1742.0,1216.0,2048.0,1628.0]",0.066,1.000,0.066
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p068.png,3,"[244.0,1688.0,1152.0,2960.0]","[562.0,1686.0,1152.0,1948.0]",0.133,0.992,0.133
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p068.png,4,"[244.0,1688.0,1152.0,2960.0]","[728.0,1942.0,1152.0,2324.0]",0.140,1.000,0.140
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p068.png,5,"[1188.0,1690.0,2738.0,2964.0]","[1682.0,1690.0,2510.0,2340.0]",0.273,1.000,0.273
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p068.png,6,"[242.0,3012.0,2738.0,3718.0]","[264.0,3014.0,986.0,3674.0]",0.270,1.000,0.270
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p069.png,0,"[257.8,257.8,1128.9,1404.4]","[460.0,255.6,926.7,666.7]",0.191,0.995,0.191
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p069.png,1,"[1171.1,257.8,1735.6,1406.7]","[1164.4,746.7,1451.1,1073.3]",0.141,0.977,0.141
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p069.png,2,"[1775.6,260.0,2760.0,1408.9]","[1868.9,262.2,2455.6,535.6]",0.142,1.000,0.142
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p069.png,3,"[260.0,1453.3,1524.4,3722.2]","[324.4,1620.0,715.6,2253.3]",0.086,1.000,0.086
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p069.png,4,"[260.0,1453.3,1524.4,3722.2]","[1075.6,1777.8,1524.4,2508.9]",0.114,1.000,0.114
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p069.png,5,"[1580.0,1453.3,2755.6,2544.4]","[1580.0,1448.9,2088.9,2020.0]",0.224,0.992,0.225
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p069.png,6,"[1577.8,2591.1,2755.6,3722.2]","[1575.6,2593.3,1964.4,2960.0]",0.106,0.994,0.106
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p071.png,0,"[262.5,254.7,2752.5,2222.2]","[810.0,257.3,1505.0,667.2]",0.058,1.000,0.058
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p072.png,0,"[235.6,253.3,1282.2,1113.3]","[968.9,255.6,1244.4,582.2]",0.100,1.000,0.100
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p072.png,1,"[1326.7,255.6,2753.3,1113.3]","[1871.1,257.8,2626.7,620.0]",0.224,1.000,0.224
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p072.png,2,"[1326.7,255.6,2753.3,1113.3]","[1677.8,726.7,2284.4,1115.6]",0.191,0.994,0.192
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p072.png,3,"[235.6,1160.0,2753.3,1868.9]","[315.6,1153.3,1055.6,1484.4]",0.134,0.980,0.135
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p072.png,4,"[235.6,1160.0,2753.3,1868.9]","[2228.9,1157.8,2757.8,1600.0]",0.129,0.987,0.129
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p072.png,5,"[233.3,1908.9,2755.6,2882.2]","[648.9,1906.7,1168.9,2293.3]",0.081,0.994,0.081
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p072.png,6,"[233.3,1908.9,2755.6,2882.2]","[1413.3,1906.7,2335.6,2246.7]",0.127,0.993,0.127
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p074.png,0,"[242.2,251.1,1440.0,1088.9]","[677.8,251.1,1168.9,491.1]",0.117,1.000,0.117
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p074.png,1,"[1471.1,260.0,2717.8,1091.1]","[1964.4,262.2,2597.8,611.1]",0.213,1.000,0.213
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p074.png,2,"[242.2,1148.9,2715.6,1931.1]","[1317.8,1151.1,2151.1,1424.4]",0.118,1.000,0.118
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p074.png,3,"[240.0,1975.6,2722.2,3724.4]","[1048.9,2240.0,1484.4,3020.0]",0.078,1.000,0.078
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,0,"[75.7,250.0,585.7,992.9]","[94.3,270.0,572.9,568.6]",0.377,1.000,0.377
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,1,"[605.7,252.9,1080.0,994.3]","[621.4,267.1,1067.1,794.3]",0.668,1.000,0.668
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,2,"[1105.7,248.6,1635.7,994.3]","[1120.0,264.3,1624.3,714.3]",0.574,1.000,0.574
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,3,"[1665.7,247.1,2328.6,991.4]","[1684.3,270.0,2315.7,538.6]",0.344,1.000,0.344
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,4,"[1665.7,247.1,2328.6,991.4]","[2017.1,464.3,2280.0,634.3]",0.091,1.000,0.091
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,5,"[77.1,1054.3,557.1,1794.3]","[91.4,1067.1,541.4,1350.0]",0.358,1.000,0.358
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,6,"[577.1,1057.1,1342.9,1791.4]","[591.4,1071.4,1112.9,1242.9]",0.159,1.000,0.159
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,7,"[577.1,1057.1,1342.9,1791.4]","[982.9,1171.4,1260.0,1308.6]",0.068,1.000,0.068
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,8,"[1374.3,1054.3,1667.1,1791.4]","[1390.0,1068.6,1657.1,1435.7]",0.454,1.000,0.454
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,9,"[1690.0,1055.7,2328.6,1792.9]","[1710.0,1072.9,2315.7,1384.3]",0.401,1.000,0.401
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,10,"[1690.0,1055.7,2328.6,1792.9]","[1945.7,1268.6,2312.9,1495.7]",0.177,1.000,0.177
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,11,"[891.4,1850.0,1371.4,2582.9]","[908.6,1865.7,1357.1,2104.3]",0.304,1.000,0.304
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,12,"[1392.9,1848.6,1770.0,2577.1]","[1410.0,1862.9,1752.9,2127.1]",0.330,1.000,0.330
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,13,"[1792.9,1848.6,2322.9,2575.7]","[1807.1,1860.0,2314.3,2101.4]",0.318,1.000,0.318
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,14,"[1792.9,1848.6,2322.9,2575.7]","[2064.3,1980.0,2322.9,2225.7]",0.165,1.000,0.165
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,15,"[78.6,2647.1,691.4,3382.9]","[94.3,2664.3,678.6,3025.7]",0.468,1.000,0.468
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,16,"[78.6,2647.1,691.4,3382.9]","[92.9,2947.1,458.6,3135.7]",0.153,1.000,0.153
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,17,"[717.1,2645.7,1635.7,3377.1]","[734.3,2665.7,1607.1,2812.9]",0.191,1.000,0.191
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,18,"[717.1,2645.7,1635.7,3377.1]","[1187.1,2744.3,1601.4,2932.9]",0.116,1.000,0.116
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0006.png,19,"[1660.0,2642.9,2321.4,3371.4]","[1975.7,2661.4,2307.1,2877.1]",0.148,1.000,0.148
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0007.png,0,"[85.3,238.7,665.3,968.0]","[101.3,252.0,649.3,554.7]",0.392,1.000,0.392
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0007.png,1,"[85.3,238.7,665.3,968.0]","[106.7,494.7,353.3,692.0]",0.115,1.000,0.115
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0007.png,2,"[692.0,237.3,1689.3,968.0]","[712.0,252.0,1334.7,466.7]",0.183,1.000,0.183
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0007.png,3,"[692.0,237.3,1689.3,968.0]","[1349.3,256.0,1682.7,446.7]",0.087,1.000,0.087
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0007.png,4,"[692.0,237.3,1689.3,968.0]","[898.7,436.0,1102.7,640.0]",0.057,1.000,0.057
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0007.png,5,"[692.0,237.3,1689.3,968.0]","[1128.0,508.0,1321.3,753.3]",0.065,1.000,0.065
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0007.png,6,"[1718.7,230.7,2316.0,962.7]","[1734.7,249.3,2302.7,569.3]",0.416,1.000,0.416
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0007.png,7,"[88.0,1030.7,458.7,1757.3]","[105.3,1041.3,449.3,1277.3]",0.301,1.000,0.301
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0007.png,8,"[1056.0,1029.3,1616.0,1760.0]","[1068.0,1040.0,1601.3,1298.7]",0.337,1.000,0.337
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0007.png,9,"[1640.0,1026.7,2316.0,1752.0]","[1656.0,1040.0,2300.0,1201.3]",0.212,1.000,0.212
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0012.png,0,"[80.0,272.9,805.7,1020.0]","[157.3,475.7,256.0,685.0]",0.038,1.000,0.038
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0012.png,1,"[1551.4,274.3,2326.7,1015.7]","[1738.7,325.0,2042.7,558.3]",0.123,1.000,0.123
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0012.png,2,"[78.6,1077.1,1572.9,1812.9]","[808.0,1250.3,916.0,1441.0]",0.019,1.000,0.019
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0012.png,3,"[1594.3,1074.3,2328.6,1808.6]","[1666.7,1094.3,2206.7,1317.0]",0.223,1.000,0.223
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/tintin_p0012.png,4,"[81.4,1872.9,965.3,2606.3]","[97.3,1891.7,513.3,2138.3]",0.158,1.000,0.158
